url,id,pub,keyword,title
https://data.cdc.gov/resource/jfbs-8cpp.csv,jfbs-8cpp,National Center for Health Statistics,"health disparities, healthy people 2020, sdoh-access-to-health-care, sdoh-civic-participation, sdoh-crime-violence, sdoh-discrimination, sdoh-early-childhood, sdoh-employment, sdoh-environmental, sdoh-food-access, sdoh-food-insecurity, sdoh-health-literacy, sdoh-higher-education, sdoh-high-school, sdoh-housing-quality, sdoh-housing-stability, sdoh-incarceration, sdoh-language, sdoh-literacy, sdoh-poverty-income, sdoh-racism, sdoh-social-emotional, sdoh-source-of-health-care, sdoh-transportation, sdoh-use-of-health-care, sdoh-workplace",population group estimates used in the healthy people 2020 overview of health disparities
https://data.cdc.gov/resource/jgk8-6dpn.csv,jgk8-6dpn,CDC,"cases, community transmission, coronavirus, county, covid-19, laboratory, ncird-corvd",weekly covid-19 county level of community transmission historical changes - archived
https://data.cdc.gov/resource/jjpx-mxt8.csv,jjpx-mxt8,NCIRD,"covid-19 vaccination, iis, iqvia, nis, vsd","weekly cumulative covid-19 vaccination coverage, by season and race and ethnicity, medicare fee-for-service beneficiaries aged ≥65 years"
https://data.cdc.gov/resource/jk8p-fqhn.csv,jk8p-fqhn,CDC,"administration, age, coronavirus, covid-19, demographics, ethnicity, immunization, izdl, race, sex, vaccination",covid-19 booster dose eligibility in the united states
https://data.cdc.gov/resource/jmgj-74h4.csv,jmgj-74h4,National Center for Health Statistics,"linked usrds esrd files, nchs surveys, research-data-center, sdoh-access-to-health-care, sdoh-civic-participation, sdoh-crime-violence, sdoh-early-childhood, sdoh-employment, sdoh-environmental, sdoh-food-access, sdoh-food-insecurity, sdoh-health-literacy, sdoh-higher-education, sdoh-high-school, sdoh-housing-quality, sdoh-housing-stability, sdoh-language, sdoh-poverty-income, sdoh-social-emotional, sdoh-source-of-health-care, sdoh-transportation, sdoh-use-of-health-care, sdoh-workplace",nchs survey data linked to united states renal data system (usrds) end-stage renal disease files
https://data.cdc.gov/resource/jqg8-ycmh.csv,jqg8-ycmh,National Center for Health Statistics,"age, age group, all causes, coronavirus, covid-19, deaths, excess deaths, hispanic origin, mortality, nchs, nvss, provisional, race, sex, state, united states, weekly","ah quarterly excess deaths by state, sex, age, and race"
https://data.cdc.gov/resource/jvf6-ix4w.csv,jvf6-ix4w,National Center for Health Statistics,"age group, birth rates, nchs, united states, women","nchs - nonmarital birth rates, by age group for all women age 15-44: united states, 1970-2013"
https://data.cdc.gov/resource/jwta-jxbg.csv,jwta-jxbg,National Center for Health Statistics,"age, age group, coronavirus, covid-19, death rate, deaths, hispanic origin, mortality, nchs, nvss, provisional, race, state, united states","distribution of covid-19 deaths and populations, by jurisdiction, age, and race and hispanic origin"
https://data.cdc.gov/resource/jxu8-x79m.csv,jxu8-x79m,CDC,"brfss, cigarette smoking, dashboard, disparities, tobacco",state tobacco related disparities dashboard data
https://data.cdc.gov/resource/jy4b-8v6u.csv,jy4b-8v6u,National Center for Health Statistics,"cultural-health-beliefs, health-practices, namcs, office-based physicians, physicians, preferred-languages","national ambulatory medical care survey: culturally and linguistically appropriate services supplement, 2016"
https://data.cdc.gov/resource/jz6n-v26y.csv,jz6n-v26y,CDC,"access to care, adult, adults, brfss, dental care, dental cleaning, dental visits, dentist, division of oral health, nohss, oral health, prevalence, surveillance, tooth loss",nohss adult indicators
https://data.cdc.gov/resource/k2e8-8t3h.csv,k2e8-8t3h,National Center for Health Statistics,"cholesterol, chronic conditions, female, health us, high cholesterol, hispanic, hypercholesterolemia, male, mean serum total cholesterol, mexican, national health and nutrition examination survey, nhanes, non-hispanic asian, non-hispanic black, non-hispanic white, poverty level, sdoh-access-to-health-care, sdoh-poverty-income, sdoh-use-of-health-care, total cholesterol","dqs cholesterol in adults age 20 and older, by selected characteristics: united states"
https://data.cdc.gov/resource/k4xj-uge6.csv,k4xj-uge6,CDC,"fact sheet, housing, infographic, secondhand smoke, smokefree",going smokefree matters - in your home infographic
https://data.cdc.gov/resource/k5dc-apj8.csv,k5dc-apj8,National Center for Health Statistics,"age, age group, all causes, children, coronavirus, covid-19, deaths, hhs region, hispanic origin, mortality, nchs, nvss, provisional, puerto rico, race, united states, weekly","ah provisional covid-19 deaths by hhs region, race, and age, 2015 to date"
https://data.cdc.gov/resource/k8w5-7ju6.csv,k8w5-7ju6,CDC,"breastfeeding, dnpao, fruit, nutrition, physical activity, vegetable","nutrition, physical activity, and obesity - policy and environmental data"
https://data.cdc.gov/resource/k8wy-p9cg.csv,k8wy-p9cg,National Center for Health Statistics,"all causes, coronavirus, county, covid-19, deaths, hispanic origin, mortality, nchs, nvss, provisional, race, sdoh-environmental, united states","provisional covid-19 deaths by county, and race and hispanic origin"
https://data.cdc.gov/resource/k9ai-xgx2.csv,k9ai-xgx2,data.cdc.gov,"cdc, centers for disease control and prevention","impaired driving death rate, by age and gender, 2012 & 2014, region 6 - dallas"
https://data.cdc.gov/resource/km4m-vcsb.csv,km4m-vcsb,CDC,"administration, age, coronavirus, covid-19, demographics, ethnicity, immunization, izdl, race, sex, vaccination","covid-19 vaccination demographics in the united states,national"
https://data.cdc.gov/resource/km5s-4339.csv,km5s-4339,National Center for Health Statistics,"african americans, age, alaskan natives, american natives, asian continental ancestry group, continental population groups, divorce, european continental ancestry group, health insurance, health us, hispanic americans, marital status, medicaid, oceanic ancestry group, poverty, sdoh-access-to-health-care, sdoh-poverty-income, sex","medicaid coverage among persons under age 65, by selected characteristics: united states"
https://data.cdc.gov/resource/kmap-fsfn.csv,kmap-fsfn,NCIRD,"adults, age group, ethnicity, flu, flu vaccination, race, vaccination","cumulative influenza vaccination coverage, adults 18 years and older, by age group and race/ethnicity, united states"
https://data.cdc.gov/resource/kmxt-xb3i.csv,kmxt-xb3i,CORVD,"coronavirus, covid-19, deaths, demographics, mortality, ncird-corvd","total covid-19 deaths since january 1, 2020 by age group, race/ethnicity, and sex"
https://data.cdc.gov/resource/kn79-hsxy.csv,kn79-hsxy,National Center for Health Statistics,"all causes, coronavirus, county, covid-19, deaths, mortality, nchs, nvss, provisional, sdoh-environmental, united states",provisional covid-19 death counts in the united states by county
https://data.cdc.gov/resource/knu9-e7pg.csv,knu9-e7pg,CDC,"art, assisted reproductive technology, clinic, fertility, infertility, services, success rates",2020 final assisted reproductive technology (art) patient and cycle characteristics
https://data.cdc.gov/resource/kp49-9dp8.csv,kp49-9dp8,Environmental Public Health Tracking,"business closure, business reopening, covid-19, executive order, government order, legal epidemiology, mitigation, proclamation, public health order, social distancing","u.s. state and territorial orders closing and reopening bars issued from march 11, 2020 through may 31, 2021 by county by day"
https://data.cdc.gov/resource/kpbd-vsd5.csv,kpbd-vsd5,data.cdc.gov,"2022, imported, indigenous, malaria, measles, nedss, netss, nndss, wonder","nndss - table 1v. malaria to measles, indigenous"
https://data.cdc.gov/resource/krhz-spsc.csv,krhz-spsc,National Center for Health Statistics,"ethnicity, nhis, race, sdoh-access-to-health-care, sdoh-employment, sdoh-food-access, sdoh-food-insecurity, sdoh-higher-education, sdoh-high-school, sdoh-housing-stability, sdoh-poverty-income, sdoh-source-of-health-care, sdoh-use-of-health-care, sdoh-workplace, summary health statistics",nhis adult 3-year summary health statistics
https://data.cdc.gov/resource/ks3g-spdg.csv,ks3g-spdg,National Center for Health Statistics,"age, age group, all causes, coronavirus, covid-19, deaths, hispanic origin, influenza, mortality, nchs, nvss, pneumonia, provisional, puerto rico, race, state, united states","provisional covid-19 deaths by race and hispanic origin, and age"
https://data.cdc.gov/resource/ksf9-pem2.csv,ksf9-pem2,data.cdc.gov,"cdc, centers for disease control and prevention","impaired driving death rate, by age and gender, 2012 & 2014, region 1 - boston"
https://data.cdc.gov/resource/kvib-3txy.csv,kvib-3txy,CDC,"covid, covid19, covid-19, covidnet, covid-net, flu, flunet, flu-net, flusurvnet, flusurv-net, hospitalization, hospitalization rate, hospitalizations, influenza, rate, rates by age group, rates by race and ethnicity, respiratory illness, respiratory syncytial virus, respiratory virus response, respnet, resp-net, rsv, surveillance","rates of laboratory-confirmed rsv, covid-19, and flu hospitalizations from the resp-net surveillance systems"
https://data.cdc.gov/resource/m4es-3af4.csv,m4es-3af4,data.cdc.gov,"hus, low birthweight","selected trend table from health, united states, 2011. low birthweight live births, by race and hispanic origin of mother, and state: united states, 2000 - 2002, 2003 - 2005, and 2006 - 2008"
https://data.cdc.gov/resource/m74n-4hbs.csv,m74n-4hbs,National Center for Health Statistics,"age, age group, all causes, coronavirus, covid-19, deaths, excess deaths, hispanic origin, mortality, nchs, nvss, provisional, race, sex, united states, weekly","ah excess deaths by sex, age, and race and hispanic origin"
https://data.cdc.gov/resource/m7w3-utaq.csv,m7w3-utaq,data.cdc.gov,"american indian and alaska native, asian, asian or pacific islander, black, bridged race, central and south american, cuban, health us, hispanic, infant deaths, infant mortality, linked birth infant death data set, mexican, mortality rates, national vital statistics system, native hawaiian or pacific islander, neonatal deaths, neonatal mortality, non-hispanic, nvss, postneonatal deaths, postneonatal mortality, puerto rican, race and hispanic origin of mother, single race, white","dqs infant, neonatal, and postneonatal mortality rates, by detailed race and hispanic origin of mother: united states"
https://data.cdc.gov/resource/m97v-d4fn.csv,m97v-d4fn,National Center for Health Statistics,"linked mortality files, nchs surveys, research-data-center, sdoh-access-to-health-care, sdoh-civic-participation, sdoh-crime-violence, sdoh-early-childhood, sdoh-employment, sdoh-environmental, sdoh-food-access, sdoh-food-insecurity, sdoh-health-literacy, sdoh-higher-education, sdoh-high-school, sdoh-housing-quality, sdoh-housing-stability, sdoh-language, sdoh-poverty-income, sdoh-social-emotional, sdoh-source-of-health-care, sdoh-transportation, sdoh-use-of-health-care, sdoh-workplace",nchs survey data linked to national death index (ndi) mortality files
https://data.cdc.gov/resource/mbd7-r32t.csv,mbd7-r32t,CDC,"cases, coronavirus, covid, covid19, covid-19, ncird-corvd, restricted, surveillance",covid-19 case surveillance restricted access detailed data
https://data.cdc.gov/resource/mjpe-bnz8.csv,mjpe-bnz8,National Center for Health Statistics,"linked medicare files, nchs surveys, research-data-center, sdoh-access-to-health-care, sdoh-civic-participation, sdoh-crime-violence, sdoh-early-childhood, sdoh-employment, sdoh-environmental, sdoh-food-access, sdoh-food-insecurity, sdoh-health-literacy, sdoh-higher-education, sdoh-high-school, sdoh-housing-quality, sdoh-housing-stability, sdoh-language, sdoh-poverty-income, sdoh-social-emotional, sdoh-source-of-health-care, sdoh-transportation, sdoh-use-of-health-care, sdoh-workplace",nchs survey data linked to centers for medicare & medicaid services (cms) medicare data files
https://data.cdc.gov/resource/mny7-y385.csv,mny7-y385,National Center for Health Statistics,"county, date of delivery, fetal death, nchs, research-data-center, sdoh-access-to-health-care, sdoh-higher-education, sdoh-high-school, sdoh-source-of-health-care, sdoh-use-of-health-care, united states",nchs - all-county fetal death file with exact date of delivery
https://data.cdc.gov/resource/mqmc-4b9n.csv,mqmc-4b9n,National Center for Health Statistics,"all causes, coronavirus, covid-19, deaths, hospital referral region, mortality, nchs, nvss, provisional, sdoh-access-to-health-care, united states, weekly",ah provisional covid-19 deaths by hospital referral region
https://data.cdc.gov/resource/mwk9-wnfr.csv,mwk9-wnfr,National Center for Health Statistics,"age, age group, all causes, alzheimer disease, cancer, causes of death, cerebrovascular disease, chronic lower respiratory disease, coronavirus, covid-19, deaths, diabetes, diseases of heart, hispanic origin, influenza, kidney disease, mortality, natural cause, nchs, nvss, pneumonia, provisional, race, respiratory disease, septicemia, sex, united states","ah cumulative provisional covid-19 deaths by sex, race, and age from 1/1/2020 to 7/28/2020"
https://data.cdc.gov/resource/n5qs-vw3x.csv,n5qs-vw3x,CDC,"coronavirus, covid, covid-19, covid cases, covid deaths, dialysis, hemodialysis, ncird-corvd, sars-cov-2",weekly united states covid-19 cases and deaths among dialysis patients - archived
https://data.cdc.gov/resource/nbs2-kemu.csv,nbs2-kemu,National Center for Health Statistics,"covid-19, long-term care, research-data-center, residential care communities, sdoh-access-to-health-care, sdoh-source-of-health-care, sdoh-transportation",national post-acute and long-term care study: residential care community restricted dataset
https://data.cdc.gov/resource/ncvk-7amm.csv,ncvk-7amm,National Center for Health Statistics,"deaths, life expectancy, mortality, nchs, nvss, sex, state, united states","u.s. state life expectancy by sex, 2019"
https://data.cdc.gov/resource/nfuu-hu6j.csv,nfuu-hu6j,National Center for Health Statistics,"african americans, alaskan natives, american natives, asian continental ancestry group, continental population groups, death, european continental ancestry group, fetal death, health us, hispanic americans, infant, infant death, live birth, mortality, mothers, oceanic ancestry group, pregnancy, pregnancy complications","infant, neonatal, postneonatal, fetal, and perinatal mortality rates, by detailed race and hispanic origin of mother: united states"
https://data.cdc.gov/resource/njmz-dpbc.csv,njmz-dpbc,data.cdc.gov,"covid, covid-19","trends in covid-19 cases and deaths in the united states, by county-level population factors - archived"
https://data.cdc.gov/resource/nkr7-scx6.csv,nkr7-scx6,NCIRD,"children, flu, influenza, nis, nis-flu, vaccine coverage","cumulative influenza vaccination coverage, by flu season and race/ethnicity, pregnant women 18-49 years"
https://data.cdc.gov/resource/nkri-ptxd.csv,nkri-ptxd,data.cdc.gov,"children, hus, vaccination","selected trend table from health, united states, 2011. vaccination coverage among children 19 - 35 months of age for selected diseases, by race, hispanic origin, poverty level, and location of residence in metropolitan statistical area: united states, sel"
https://data.cdc.gov/resource/nqu5-vn7d.csv,nqu5-vn7d,NCIRD,"iis, iqvia, nis, rsv vaccination, vsd","weekly cumulative rsv vaccination coverage, by race and ethnicity, medicare fee-for-service beneficiaries aged ≥75 years and enrolled in a part d plan, united states, data source: centers for medicare & medicaid services chronic conditions warehouse"
https://data.cdc.gov/resource/nr4s-juj3.csv,nr4s-juj3,National Center for Health Statistics,"age, age group, children, coronavirus, covid-19, deaths, hispanic origin, mortality, nchs, nvss, provisional, race, sex, united states",provisional covid-19 deaths: focus on ages 0-18 years
https://data.cdc.gov/resource/nra9-vzzn.csv,nra9-vzzn,CDC,"cases, community transmission, coronavirus, county, covid-19, laboratory, ncird-corvd",united states covid-19 county level of community transmission historical changes - archived
https://data.cdc.gov/resource/ntaa-dtex.csv,ntaa-dtex,CDC,"american lung association, cessation coverage, comprehensive medicaid coverage, medicaid coverage of cessation treatment, office on smoking and health, osh",medicaid coverage of cessation treatments and barriers to treatments
https://data.cdc.gov/resource/nxu4-tewx.csv,nxu4-tewx,data.cdc.gov,"linked va files, nchs surveys, research-data-center, sdoh-access-to-health-care, sdoh-civic-participation, sdoh-crime-violence, sdoh-early-childhood, sdoh-employment, sdoh-environmental, sdoh-food-access, sdoh-food-insecurity, sdoh-health-literacy, sdoh-higher-education, sdoh-high-school, sdoh-housing-quality, sdoh-housing-stability, sdoh-language, sdoh-poverty-income, sdoh-social-emotional, sdoh-source-of-health-care, sdoh-transportation, sdoh-use-of-health-care, sdoh-workplace, veterans",nchs survey data linked to department of veterans affairs administrative data files
https://data.cdc.gov/resource/p4r5-qsgs.csv,p4r5-qsgs,National Center for Health Statistics,"adults, american indian or alaska native, asian, black or african american, children and adolescents, dental care, education, female, functional limitation status, health insurance, heath care access, hispanic or latino, male, metropolitan and nonmetropolitan, mexican, multiple race, native hawaiian or other pacific islander, older adults, poverty, prescription drugs, region, rural population, urban population, white","dqs delay or nonreceipt of needed medical care, prescription drugs, or dental care during the past 12 months due to cost: united states"
https://data.cdc.gov/resource/p7se-k3ix.csv,p7se-k3ix,National Center for Health Statistics,"american indian or alaska native, asian, black or african american, death rates, health us, hispanic or latino, men, mental health, native hawaiian or other pacific islander, suicide, white, women","dqs death rates for suicide, by sex, race, hispanic origin, and age: united states from cdc wonder"
https://data.cdc.gov/resource/p8tr-pquj.csv,p8tr-pquj,CDC,"glossary, methodology",samhsa synar reports: youth tobacco sales glossary and methodology
https://data.cdc.gov/resource/pbq2-7wr2.csv,pbq2-7wr2,CDC,"age-adjusted rates, age-adjusted rates by race and ethnicity, hospitalization rate, hospitalizations, rate, rates by age group, rates by race and ethnicity, respiratory disease, respiratory illness, respiratory syncytial virus, respiratory virus response, rsv, rsvnet, rsv-net, surveillance",monthly rates of laboratory-confirmed rsv hospitalizations from the rsv-net surveillance system
https://data.cdc.gov/resource/pg2r-sfcx.csv,pg2r-sfcx,National Center for Health Statistics,"nhis, sdoh-access-to-health-care, sdoh-employment, sdoh-food-access, sdoh-food-insecurity, sdoh-higher-education, sdoh-high-school, sdoh-housing-stability, sdoh-poverty-income, sdoh-source-of-health-care, sdoh-use-of-health-care, sdoh-workplace, summary health statistics",dqs nhis adult summary health statistics
https://data.cdc.gov/resource/pj7m-y5uh.csv,pj7m-y5uh,National Center for Health Statistics,"coronavirus, covid-19, deaths, hispanic origin, mortality, nchs, nvss, provisional, race, state, united states",provisional covid-19 deaths: distribution of deaths by race and hispanic origin
https://data.cdc.gov/resource/pj7z-f3xf.csv,pj7z-f3xf,CDC,"abuse, alcohol use, breastfeeding, contraception, infant health, medicaid, mental health, morbidity, obesity, preconception health, pregnancy history, prenatal care, reproductive health, sleep behavior, smoke exposure, stress, tobacco use, unintended pregnancy, wic",cdc pramstat data for 2005
https://data.cdc.gov/resource/pjb2-jvdr.csv,pjb2-jvdr,National Center for Health Statistics,"american indian or alaska native, asian or pacific islander, black or african american, child and adolescent, deaths, health us, hispanic or latino, infant mortality, state, white","dqs infant mortality rates, by race and hispanic origin of mother, state, and territory: united states and u.s. dependent areas (archived)"
https://data.cdc.gov/resource/psx4-wq38.csv,psx4-wq38,data.cdc.gov,"deaths, drug overdose, firearm injury, homicide, mortality, nchs, suicide","mapping injury, overdose, and violence - county"
https://data.cdc.gov/resource/pvk6-8bzd.csv,pvk6-8bzd,NCIRD,"covid-19 vaccination, iis, iqvia, nis-acm, vsd","weekly covid-19 vaccination coverage among pregnant women 18-49 years, by race and ethnicity"
https://data.cdc.gov/resource/pvxp-wfpg.csv,pvxp-wfpg,data.cdc.gov,"cdc, centers for disease control and prevention","impaired driving death rate, by age and gender, 2012 & 2014, region 3 - philadelphia"
https://data.cdc.gov/resource/pwn4-m3yp.csv,pwn4-m3yp,CDC,"aggregate, cases, coronavirus, covid-19, death, ncird-corvd",weekly united states covid-19 cases and deaths by state - archived
https://data.cdc.gov/resource/q78n-cpzf.csv,q78n-cpzf,National Center for Health Statistics,"anxiety, covid-19, depression, missed healthcare, research-data-center, sdoh-access-to-health-care, sdoh-employment, sdoh-higher-education, sdoh-high-school, sdoh-poverty-income, sdoh-social-emotional, sdoh-source-of-health-care, sdoh-transportation, sdoh-use-of-health-care, sdoh-workplace, telemedicine",nchs research and development survey (rands) round 1 during covid-19 probability sampled restricted file
https://data.cdc.gov/resource/q85u-gmyc.csv,q85u-gmyc,National Center for Health Statistics,"age, age group, all causes, coronavirus, covid-19, deaths, hhs region, hispanic origin, monthly, mortality, nchs, nvss, provisional, puerto rico, race, united states, weekly, yearly","ah provisional covid-19 deaths by hhs region, race, and age group, 2020-2021"
https://data.cdc.gov/resource/q9cb-be9u.csv,q9cb-be9u,National Center for Health Statistics,"bureau of labor statistics, health care employment, health care practitioners, health care practitioners and technical occupations, health care support occupations, health care wages, health us, hourly wages, industry, mean hourly wages, occupational employment and wage statistics, sdoh-occupation-type, sdoh-source-of-health-care, sdoh-wages, us department of labor","dqs health care employment and wages, by selected occupations: united states"
https://data.cdc.gov/resource/q9mh-h2tw.csv,q9mh-h2tw,HHS,"coronavirus, covid-19, vaccine hesitancy",vaccine hesitancy for covid-19: county and local estimates
https://data.cdc.gov/resource/qcw5-4m9q.csv,qcw5-4m9q,data.cdc.gov,"bcpp, botswana, combination hiv prevention, hiv, hiv incidence, hiv testing, pepfar, randomized control trial",botswana combination prevention project (bcpp) - public release data
https://data.cdc.gov/resource/qdcb-uzft.csv,qdcb-uzft,National Center for Health Statistics,"age, age group, causes of death, chronic liver disease, chronic lower respiratory disease, cirrhosis, coronavirus, covid-19, deaths, diabetes, hypertensive disease, kidney disease, major cardiovascular diseases, monthly, mortality, nchs, nvss, obesity, provisional, sex, united states",ah provisional diabetes death counts for 2020
https://data.cdc.gov/resource/qdzf-zqgy.csv,qdzf-zqgy,National Center for Health Statistics,"accidental falls, accidents, children and adolescents, emergency department visits, health care use, health us, injury, men, older persons, traffic, women, wounds and injuries","dqs initial injury-related visits to hospital emergency departments, by sex, age, and intent and mechanism of injury: united states"
https://data.cdc.gov/resource/qfhf-uhaa.csv,qfhf-uhaa,National Center for Health Statistics,"all causes, coronavirus, covid-19, deaths, hispanic origin, mortality, nchs, nvss, provisional, puerto rico, race, state, united states, weekly","weekly counts of deaths by jurisdiction, and race and hispanic origin"
https://data.cdc.gov/resource/qfu5-aeqe.csv,qfu5-aeqe,National Center for Health Statistics,"linked hud data, nhcs, research-data-center, sdoh-access-to-health-care, sdoh-housing-stability, sdoh-poverty-income, sdoh-source-of-health-care, sdoh-use-of-health-care",national hospital care survey (nhcs) linked to department of housing and urban development (hud) administrative housing data
https://data.cdc.gov/resource/qgkx-mswu.csv,qgkx-mswu,National Center for Health Statistics,"covid-19, rands, sdoh-employment, sdoh-higher-education, sdoh-high-school, sdoh-workplace",loss of work due to illness from covid-19
https://data.cdc.gov/resource/qjju-smys.csv,qjju-smys,data.cdc.gov,"air pollution, asthma, environmental health, particulate matter","daily county-level pm2.5 concentrations, 2001-2014"
https://data.cdc.gov/resource/qjxm-7fny.csv,qjxm-7fny,data.cdc.gov,"air pollution, asthma, environmental health, particulate matter, pm2.5","daily census tract-level pm2.5 concentrations, 2011-2015"
https://data.cdc.gov/resource/qwpv-wpc8.csv,qwpv-wpc8,CDC,"abuse, alcohol use, breastfeeding, contraception, infant health, medicaid, mental health, morbidity, obesity, preconception health, pregnancy history, prenatal care, reproductive health, sleep behavior, smoke exposure, stress, tobacco use, unintended pregnancy, wic",cdc pramstat data for 2009
https://data.cdc.gov/resource/qz3x-mf9n.csv,qz3x-mf9n,Environmental Public Health Tracking,"covid-19, executive order, government order, legal epidemiology, mitigation, proclamation, public health order, shelter-in-place, social distancing, stay-at-home","u.s. state, territorial, and county stay-at-home orders: march 15-may 5 by county by day"
https://data.cdc.gov/resource/r5pw-bk5t.csv,r5pw-bk5t,National Center for Health Statistics,"age, age group, all causes, alzheimer disease, cancer, causes of death, cerebrovascular disease, chronic lower respiratory disease, coronavirus, covid-19, deaths, diabetes, diseases of heart, hispanic origin, influenza, kidney disease, monthly, mortality, natural cause, nchs, nvss, pneumonia, provisional, race, respiratory disease, septicemia, united states","ah monthly provisional counts of deaths for select causes of death by age, and race and hispanic origin"
https://data.cdc.gov/resource/r9nv-zxge.csv,r9nv-zxge,data.cdc.gov,"linked mortality files, nchs surveys, public use files, research-data-center, sdoh-access-to-health-care, sdoh-civic-participation, sdoh-crime-violence, sdoh-early-childhood, sdoh-employment, sdoh-environmental, sdoh-food-access, sdoh-food-insecurity, sdoh-health-literacy, sdoh-higher-education, sdoh-high-school, sdoh-housing-quality, sdoh-housing-stability, sdoh-language, sdoh-poverty-income, sdoh-social-emotional, sdoh-source-of-health-care, sdoh-transportation, sdoh-use-of-health-care, sdoh-workplace",public-use linked mortality files
https://data.cdc.gov/resource/rb93-4tgj.csv,rb93-4tgj,data.cdc.gov,"cdc, centers for disease control and prevention","motor vehicle occupant death rate, by age and gender, 2012 & 2014, region 4 - atlanta"
https://data.cdc.gov/resource/rch2-p4nb.csv,rch2-p4nb,National Center for Health Statistics,"anxiety, chronic conditions, food security, health behaviors, health insurance, physical activity, research-data-center, sdoh-access-to-health-care, sdoh-employment, sdoh-food-access, sdoh-food-insecurity, sdoh-higher-education, sdoh-high-school, sdoh-poverty-income, sdoh-workplace",nchs research and development survey (rands) round 2 restricted file
https://data.cdc.gov/resource/rear-2epk.csv,rear-2epk,National Center for Health Statistics,"american hospital association, community hospitals, federal hospitals, health care use, health us, hospital, hospital admissions, hospital ownership, hospital size, length of hospital stay, outpatient surgery, outpatient visits, sdoh-access-to-health-care, sdoh-use-of-health-care","dqs hospital admission, average length of stay, outpatient visits, and outpatient surgery by type of ownership and size of hospital: united states"
https://data.cdc.gov/resource/rg8a-czmp.csv,rg8a-czmp,National Center for Health Statistics,"birth rate, nchs, teen births, united states, u.s. teen birth rate, women","nchs - birth rates for women aged 15-17, 17-18, and 15-19: united states, 1960-2015"
https://data.cdc.gov/resource/ri74-jp8e.csv,ri74-jp8e,National Center for Health Statistics,"anxiety, covid-19, depression, missed healthcare, research-data-center, sdoh-access-to-health-care, sdoh-employment, sdoh-higher-education, sdoh-high-school, sdoh-poverty-income, sdoh-social-emotional, sdoh-source-of-health-care, sdoh-transportation, sdoh-use-of-health-care, sdoh-workplace, telemedicine",nchs research and development survey (rands) round 2 during covid-19 non-probability sampled restricted file
https://data.cdc.gov/resource/rja3-32tc.csv,rja3-32tc,CDC,"500cities, behaviors, brfss, census, cities, outcomes, prevalence, prevention, tracts, unhealthy","500 cities: local data for better health, 2018 release"
https://data.cdc.gov/resource/rqg5-mkef.csv,rqg5-mkef,data.cdc.gov,"death rate, motor vehicle","motor vehicle occupant death rate, by age and gender, 2012 & 2014, all states"
https://data.cdc.gov/resource/s54h-bixi.csv,s54h-bixi,National Center for Health Statistics,"birth, birth rate, ethnicity, fertility rate, hispanic origin, nchs, united states",nchs - natality measures for females by hispanic origin subgroup: united states
https://data.cdc.gov/resource/s5vm-cztk.csv,s5vm-cztk,data.cdc.gov,"air pollution, asthma, environmental health, particulate matter, pm2.5","daily census tract-level pm2.5 concentrations, 2001-2005"
https://data.cdc.gov/resource/s9qn-46pq.csv,s9qn-46pq,National Center for Health Statistics,"age, age group, all causes, coronavirus, covid-19, deaths, hispanic origin, mortality, nchs, nvss, provisional, race, sex, united states","ah provisional covid-19 deaths by race, age, and sex from 3/1/2020 to 7/31/2020"
https://data.cdc.gov/resource/sf7h-sajc.csv,sf7h-sajc,National Center for Health Statistics,"age, age group, all causes, alzheimer disease, cancer, causes of death, cerebrovascular disease, chronic lower respiratory disease, coronavirus, covid-19, deaths, diabetes, diseases of heart, hispanic origin, influenza, kidney disease, mortality, natural cause, nchs, nvss, pneumonia, provisional, race, respiratory disease, septicemia, sex, united states, weekly","ah cumulative provisional death counts by sex, race, and age from 1/1/2020 to 7/4/2020"
https://data.cdc.gov/resource/siwp-yg6m.csv,siwp-yg6m,National Center for Health Statistics,"age, age group, all causes, children, coronavirus, covid-19, deaths, hispanic origin, mortality, nchs, nvss, provisional, race, united states, weekly","ah provisional covid-19 death counts by week, race, and age, united states 2020-2023"
https://data.cdc.gov/resource/sns5-8bg3.csv,sns5-8bg3,National Center for Health Statistics,"job satisfaction, nursing assistants, nursing homes, nursing home staff, research-data-center, sdoh-access-to-health-care, sdoh-source-of-health-care, sdoh-work-place, turnover",2004 national nursing assistant survey - restricted dataset
https://data.cdc.gov/resource/spsk-9jj6.csv,spsk-9jj6,data.cdc.gov,"drought, environmental health","united states drought monitor, 2000-2016"
https://data.cdc.gov/resource/sqt4-6a3k.csv,sqt4-6a3k,National Center for Health Statistics,"adults, black or african american, body mass index, body weight, chronic conditions, health risk factors, health us, hispanic or latino, men, mexican, obesity, older persons, overweight, poverty, white, women","dqs normal weight, overweight, and obesity among adults aged 20 and over, by selected characteristics: united states"
https://data.cdc.gov/resource/ss2j-8ajj.csv,ss2j-8ajj,National Center for Health Statistics,"deaths, life expectancy, mortality, nchs, nvss, sex, state, united states","u.s. state life expectancy by sex, 2020"
